"call_Id","date","employee_Id","length_mins","product","outcome","survey_rating","first_Name","last_Name","employee_Id","office_City","office_State","region","team","supervisor"
"C004212",2022-01-11 19:00:00,"E00002",6,"Apple 120","Denied Claim",2,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C004213",2022-01-13 19:00:00,"E00018",3,"Apple 120","Issue Resolved",4,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004214",2022-01-16 19:00:00,"E00023",23,"Nokia 680","Denied Claim",2,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C004215",2022-01-17 19:00:00,"E00037",5,"Google 790","Return and Refund",1,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004216",2022-01-20 19:00:00,"E00020",25,"Apple 120","Issue Resolved",4,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004217",2022-01-23 19:00:00,"E00024",24,"Apple 120","Denied Claim",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C004218",2022-01-24 19:00:00,"E00017",10,"Google 790","Denied Claim",2,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004219",2022-01-30 19:00:00,"E00005",2,"Google 790","Denied Claim",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C004220",2022-01-31 19:00:00,"E00039",10,"Apple 120","Denied Claim",3,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004221",2022-02-02 19:00:00,"E00050",8,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004222",2022-02-03 19:00:00,"E00025",6,"Nokia 680","Return and Refund",5,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C004223",2022-02-08 19:00:00,"E00050",15,"Nokia 680","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004224",2022-02-09 19:00:00,"E00013",10,"Nokia 680","Issue Resolved",4,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C004225",2022-02-10 19:00:00,"E00003",29,"Google 790","Denied Claim",2,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004226",2022-02-14 19:00:00,"E00018",26,"Google 790","Denied Claim",1,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004227",2022-02-16 19:00:00,"E00012",13,"Apple 120","Issue Resolved",5,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C004228",2022-02-17 19:00:00,"E00007",9,"Nokia 680","Issue Resolved",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C004229",2022-02-20 19:00:00,"E00025",27,"Apple 120","Issue Resolved",4,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C004230",2022-02-21 19:00:00,"E00050",7,"Nokia 680","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004231",2022-02-23 19:00:00,"E00050",18,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004232",2022-01-05 19:00:00,"E00010",4,"Nokia 680","Issue Resolved",5,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C004233",2022-01-04 19:00:00,"E00028",14,"Google 790","Issue Resolved",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004234",2022-01-05 19:00:00,"E00050",29,"Apple 120","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004235",2022-01-06 19:00:00,"E00020",19,"Google 790","Return and Refund",3,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004236",2022-01-09 19:00:00,"E00006",27,"Apple 120","Denied Claim",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004237",2022-01-11 19:00:00,"E00039",10,"Google 790","Return and Refund",1,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004238",2022-01-13 19:00:00,"E00005",6,"Google 790","Return and Refund",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C004239",2022-01-16 19:00:00,"E00019",7,"Nokia 680","Denied Claim",2,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004240",2022-01-17 19:00:00,"E00013",3,"Apple 120","Return and Refund",5,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C004241",2022-01-20 19:00:00,"E00020",25,"Nokia 680","Denied Claim",1,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004242",2022-01-23 19:00:00,"E00023",9,"Apple 120","Issue Resolved",4,"Harleigh","Murphy","E00023","Chadron","Nebraska","North",4,"Channing Tatum"
"C004243",2022-01-24 19:00:00,"E00036",12,"Apple 120","Return and Refund",1,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004244",2022-01-30 19:00:00,"E00050",21,"Apple 120","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004245",2022-01-31 19:00:00,"E00020",10,"Apple 120","Denied Claim",2,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004246",2022-02-02 19:00:00,"E00050",25,"Nokia 680","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004247",2022-02-03 19:00:00,"E00006",13,"Google 790","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004248",2022-02-08 19:00:00,"E00033",13,"Apple 120","Denied Claim",1,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004249",2022-02-09 19:00:00,"E00024",10,"Nokia 680","Return and Refund",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C004250",2022-02-10 19:00:00,"E00018",21,"Nokia 680","Denied Claim",2,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004251",2022-02-14 19:00:00,"E00027",19,"Google 790","Return and Refund",5,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C004252",2022-02-16 19:00:00,"E00031",24,"Apple 120","Denied Claim",1,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004253",2022-02-17 19:00:00,"E00001",10,"Apple 120","Issue Resolved",5,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C004254",2022-02-20 19:00:00,"E00037",3,"Apple 120","Return and Refund",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004255",2022-02-21 19:00:00,"E00030",7,"Nokia 680","Issue Resolved",5,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004256",2022-02-23 19:00:00,"E00026",18,"Apple 120","Issue Resolved",4,"Rachael","Legge","E00026","Chadron","Nebraska","North",4,"Channing Tatum"
"C004257",2022-01-05 19:00:00,"E00016",5,"Apple 120","Issue Resolved",4,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004258",2022-01-04 19:00:00,"E00050",22,"Apple 120","Return and Refund",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004259",2022-01-05 19:00:00,"E00050",7,"Google 790","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004260",2022-01-06 19:00:00,"E00028",30,"Nokia 680","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004261",2022-01-09 19:00:00,"E00011",4,"Apple 120","Issue Resolved",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C004262",2022-01-11 19:00:00,"E00019",19,"Apple 120","Return and Refund",3,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004263",2022-01-13 19:00:00,"E00050",15,"Apple 120","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004264",2022-01-16 19:00:00,"E00030",7,"Nokia 680","Issue Resolved",4,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004265",2022-01-17 19:00:00,"E00031",14,"Google 790","Issue Resolved",4,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004266",2022-01-20 19:00:00,"E00032",5,"Nokia 680","Issue Resolved",5,"Owais","Workman","E00032","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004267",2022-01-23 19:00:00,"E00014",1,"Google 790","Denied Claim",1,"Ema","Lennon","E00014","Omaha","Nebraska","East",2,"Tom Hanks"
"C004268",2022-01-24 19:00:00,"E00030",28,"Apple 120","Return and Refund",5,"Louisa","Brock","E00030","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004269",2022-01-30 19:00:00,"E00005",4,"Nokia 680","Return and Refund",2,"Marion","Rosas","E00005","Omaha","Nebraska","East",1,"Tom Cruise"
"C004270",2022-01-31 19:00:00,"E00009",20,"Nokia 680","Denied Claim",2,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C004271",2022-02-02 19:00:00,"E00013",25,"Nokia 680","Return and Refund",3,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C004272",2022-02-03 19:00:00,"E00029",15,"Nokia 680","Denied Claim",2,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C004273",2022-02-08 19:00:00,"E00050",30,"Apple 120","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004274",2022-02-09 19:00:00,"E00007",5,"Nokia 680","Return and Refund",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C004275",2022-02-10 19:00:00,"E00004",6,"Apple 120","Denied Claim",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C004276",2022-02-14 19:00:00,"E00018",15,"Google 790","Issue Resolved",5,"Maci","Kinney","E00018","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004277",2022-02-16 19:00:00,"E00010",3,"Nokia 680","Denied Claim",2,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C004278",2022-02-17 19:00:00,"E00009",27,"Google 790","Return and Refund",5,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C004279",2022-02-20 19:00:00,"E00017",8,"Apple 120","Denied Claim",2,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004280",2022-02-21 19:00:00,"E00035",21,"Nokia 680","Return and Refund",3,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004281",2022-02-23 19:00:00,"E00027",30,"Nokia 680","Denied Claim",2,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C004282",2022-01-05 19:00:00,"E00028",23,"Nokia 680","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004283",2022-01-04 19:00:00,"E00003",30,"Apple 120","Return and Refund",4,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004284",2022-01-05 19:00:00,"E00027",15,"Google 790","Return and Refund",3,"Brayden","Franklin","E00027","Chadron","Nebraska","North",4,"Channing Tatum"
"C004285",2022-01-06 19:00:00,"E00029",11,"Google 790","Denied Claim",1,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C004286",2022-01-09 19:00:00,"E00003",18,"Google 790","Issue Resolved",4,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004287",2022-01-11 19:00:00,"E00004",2,"Google 790","Issue Resolved",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C004288",2022-01-13 19:00:00,"E00028",30,"Apple 120","Return and Refund",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004289",2022-01-16 19:00:00,"E00050",18,"Nokia 680","Denied Claim",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004290",2022-01-17 19:00:00,"E00038",5,"Nokia 680","Return and Refund",1,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004291",2022-01-20 19:00:00,"E00036",29,"Google 790","Return and Refund",1,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004292",2022-01-23 19:00:00,"E00050",8,"Google 790","Issue Resolved",1,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004293",2022-01-24 19:00:00,"E00021",23,"Nokia 680","Denied Claim",1,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C004294",2022-01-30 19:00:00,"E00028",23,"Google 790","Denied Claim",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004295",2022-01-31 19:00:00,"E00017",15,"Nokia 680","Denied Claim",1,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004296",2022-02-02 19:00:00,"E00050",12,"Google 790","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004297",2022-02-03 19:00:00,"E00019",15,"Nokia 680","Issue Resolved",4,"Dawud","Daniel","E00019","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004298",2022-02-08 19:00:00,"E00013",10,"Google 790","Return and Refund",5,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C004299",2022-02-09 19:00:00,"E00009",23,"Apple 120","Denied Claim",1,"Reanna","Arellano","E00009","Omaha","Nebraska","East",2,"Tom Hanks"
"C004300",2022-02-10 19:00:00,"E00039",27,"Nokia 680","Denied Claim",3,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004301",2022-02-14 19:00:00,"E00050",15,"Apple 120","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004302",2022-02-16 19:00:00,"E00012",3,"Google 790","Denied Claim",2,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C004303",2022-02-17 19:00:00,"E00035",13,"Nokia 680","Issue Resolved",3,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004304",2022-02-20 19:00:00,"E00021",3,"Google 790","Return and Refund",5,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C004305",2022-02-21 19:00:00,"E00006",15,"Nokia 680","Denied Claim",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004306",2022-02-23 19:00:00,"E00022",18,"Nokia 680","Return and Refund",4,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C004307",2022-01-05 19:00:00,"E00002",3,"Nokia 680","Issue Resolved",5,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C004308",2022-01-04 19:00:00,"E00035",8,"Nokia 680","Issue Resolved",2,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004309",2022-01-05 19:00:00,"E00024",27,"Apple 120","Issue Resolved",2,"Ramone","Whitehouse","E00024","Chadron","Nebraska","North",4,"Channing Tatum"
"C004310",2022-01-06 19:00:00,"E00012",28,"Apple 120","Denied Claim",1,"Isma","Velez","E00012","Omaha","Nebraska","East",2,"Tom Hanks"
"C004311",2022-01-09 19:00:00,"E00020",15,"Google 790","Issue Resolved",5,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004312",2022-01-11 19:00:00,"E00050",26,"Google 790","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004313",2022-01-13 19:00:00,"E00038",6,"Apple 120","Denied Claim",2,"Bonita","Erickson","E00038","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004314",2022-01-16 19:00:00,"E00050",24,"Nokia 680","Denied Claim",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004315",2022-01-17 19:00:00,"E00016",5,"Nokia 680","Denied Claim",2,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004316",2022-01-20 19:00:00,"E00022",3,"Google 790","Denied Claim",2,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C004317",2022-01-23 19:00:00,"E00033",19,"Google 790","Denied Claim",2,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004318",2022-01-24 19:00:00,"E00013",22,"Apple 120","Return and Refund",3,"Sanna","Macfarlane","E00013","Omaha","Nebraska","East",2,"Tom Hanks"
"C004319",2022-01-30 19:00:00,"E00021",20,"Google 790","Return and Refund",3,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C004320",2022-01-31 19:00:00,"E00003",10,"Apple 120","Return and Refund",4,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004321",2022-02-02 19:00:00,"E00008",15,"Nokia 680","Return and Refund",3,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C004322",2022-02-03 19:00:00,"E00050",8,"Google 790","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004323",2022-02-08 19:00:00,"E00031",10,"Google 790","Return and Refund",4,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004324",2022-02-09 19:00:00,"E00001",7,"Google 790","Return and Refund",4,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C004325",2022-02-10 19:00:00,"E00037",22,"Google 790","Issue Resolved",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004326",2022-02-14 19:00:00,"E00006",19,"Nokia 680","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004327",2022-02-16 19:00:00,"E00010",3,"Nokia 680","Return and Refund",4,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C004328",2022-02-17 19:00:00,"E00006",19,"Nokia 680","Issue Resolved",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004329",2022-02-20 19:00:00,"E00050",14,"Nokia 680","Denied Claim",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004330",2022-02-21 19:00:00,"E00050",27,"Apple 120","Issue Resolved",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004331",2022-02-23 19:00:00,"E00010",3,"Nokia 680","Return and Refund",4,"Lacey-Mai","Bonner","E00010","Omaha","Nebraska","East",2,"Tom Hanks"
"C004332",2022-01-05 19:00:00,"E00002",19,"Nokia 680","Denied Claim",2,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C004333",2022-01-04 19:00:00,"E00004",9,"Nokia 680","Return and Refund",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C004334",2022-01-05 19:00:00,"E00039",7,"Google 790","Issue Resolved",2,"April","Gill","E00039","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004335",2022-01-06 19:00:00,"E00050",16,"Google 790","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004336",2022-01-09 19:00:00,"E00050",10,"Nokia 680","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004337",2022-01-11 19:00:00,"E00035",16,"Google 790","Issue Resolved",2,"Marianna","Thorpe","E00035","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004338",2022-01-13 19:00:00,"E00020",14,"Apple 120","Return and Refund",4,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004339",2022-01-16 19:00:00,"E00003",8,"Nokia 680","Denied Claim",2,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004340",2022-01-17 19:00:00,"E00003",17,"Apple 120","Denied Claim",1,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004341",2022-01-20 19:00:00,"E00025",28,"Apple 120","Return and Refund",3,"Baran","Petersen","E00025","Chadron","Nebraska","North",4,"Channing Tatum"
"C004342",2022-01-23 19:00:00,"E00033",8,"Nokia 680","Issue Resolved",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004343",2022-01-24 19:00:00,"E00004",12,"Google 790","Issue Resolved",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C004344",2022-01-30 19:00:00,"E00006",24,"Nokia 680","Return and Refund",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004345",2022-01-31 19:00:00,"E00050",21,"Apple 120","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004346",2022-02-02 19:00:00,"E00033",5,"Google 790","Return and Refund",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004347",2022-02-03 19:00:00,"E00021",19,"Nokia 680","Return and Refund",5,"Igor","Clements","E00021","Chadron","Nebraska","North",4,"Channing Tatum"
"C004348",2022-02-08 19:00:00,"E00028",21,"Google 790","Issue Resolved",2,"Cyrus","Vaughan","E00028","Chadron","Nebraska","North",4,"Channing Tatum"
"C004349",2022-02-09 19:00:00,"E00011",10,"Nokia 680","Issue Resolved",4,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C004350",2022-02-10 19:00:00,"E00017",9,"Nokia 680","Denied Claim",2,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004351",2022-02-14 19:00:00,"E00011",9,"Google 790","Issue Resolved",5,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C004352",2022-02-16 19:00:00,"E00004",12,"Google 790","Return and Refund",2,"Sherri","Murillo","E00004","Omaha","Nebraska","East",1,"Tom Cruise"
"C004353",2022-02-17 19:00:00,"E00050",8,"Google 790","Return and Refund",3,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004354",2022-02-20 19:00:00,"E00017",23,"Apple 120","Issue Resolved",5,"Lewie","Garcia","E00017","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004355",2022-02-21 19:00:00,"E00006",25,"Apple 120","Issue Resolved",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
"C004356",2022-02-23 19:00:00,"E00037",17,"Google 790","Return and Refund",3,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004357",2022-01-05 19:00:00,"E00033",24,"Apple 120","Issue Resolved",4,"Diesel","Leon","E00033","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004358",2022-01-04 19:00:00,"E00050",3,"Apple 120","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004359",2022-01-05 19:00:00,"E00036",17,"Nokia 680","Return and Refund",2,"Raya","Hooper","E00036","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004360",2022-01-06 19:00:00,"E00050",7,"Apple 120","Return and Refund",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004361",2022-01-09 19:00:00,"E00037",15,"Apple 120","Issue Resolved",2,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004362",2022-01-11 19:00:00,"E00016",9,"Apple 120","Return and Refund",5,"Paolo","Vega","E00016","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004363",2022-01-13 19:00:00,"E00050",4,"Nokia 680","Issue Resolved",2,"Emilis","Wilks","E00050","Scottsbluff","Nebraska","West",8,"Jennifer Anniston"
"C004364",2022-01-16 19:00:00,"E00037",19,"Apple 120","Issue Resolved",2,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004365",2022-01-17 19:00:00,"E00001",5,"Nokia 680","Denied Claim",2,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C004366",2022-01-20 19:00:00,"E00031",11,"Apple 120","Issue Resolved",5,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004367",2022-01-23 19:00:00,"E00031",23,"Nokia 680","Denied Claim",1,"Fatema","Dowling","E00031","Holdrege","Nebraska","South",5,"Amanda Bynes"
"C004368",2022-01-24 19:00:00,"E00037",10,"Google 790","Issue Resolved",2,"Zubair","Mccullough","E00037","Holdrege","Nebraska","South",6,"Morgan Freeman"
"C004369",2022-01-30 19:00:00,"E00008",25,"Apple 120","Denied Claim",2,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C004370",2022-01-31 19:00:00,"E00002",16,"Google 790","Return and Refund",3,"Dahlia","Grey","E00002","Omaha","Nebraska","East",1,"Tom Cruise"
"C004371",2022-02-02 19:00:00,"E00020",3,"Google 790","Return and Refund",3,"Giovanni","Porter","E00020","Chadron","Nebraska","North",3,"Sandra Bullock"
"C004372",2022-02-03 19:00:00,"E00003",29,"Apple 120","Return and Refund",5,"Abraham","Whitley","E00003","Omaha","Nebraska","East",1,"Tom Cruise"
"C004373",2022-02-08 19:00:00,"E00011",5,"Nokia 680","Issue Resolved",4,"Nora","Snider","E00011","Omaha","Nebraska","East",2,"Tom Hanks"
"C004374",2022-02-09 19:00:00,"E00001",11,"Nokia 680","Return and Refund",4,"Finlay","Klein","E00001","Omaha","Nebraska","East",1,"Tom Cruise"
"C004375",2022-02-10 19:00:00,"E00008",19,"Apple 120","Denied Claim",2,"Rufus","Boyer","E00008","Omaha","Nebraska","East",2,"Tom Hanks"
"C004376",2022-02-14 19:00:00,"E00022",28,"Nokia 680","Denied Claim",1,"Donnie","Watts","E00022","Chadron","Nebraska","North",4,"Channing Tatum"
"C004377",2022-02-16 19:00:00,"E00029",7,"Apple 120","Issue Resolved",5,"Tulisa","Haworth","E00029","Chadron","Nebraska","North",4,"Channing Tatum"
"C004378",2022-02-17 19:00:00,"E00007",2,"Google 790","Return and Refund",2,"Sana","Moran","E00007","Omaha","Nebraska","East",1,"Tom Cruise"
"C004379",2022-02-20 19:00:00,"E00006",26,"Google 790","Issue Resolved",2,"Juan","Schwartz","E00006","Omaha","Nebraska","East",1,"Tom Cruise"
